	SubSampleID	RackName	RackID	PositionInRack	Mass	SampledBy	SamplingDate	RemarksSubSampling	ArchiveSampleID	Submitter	SubmissionDate	RemarksSubmission	database_insert_by	from_spreadsheet	database_insert_datetime_utc	upload_uuid
2154	lv7005226694	rack 49	lvl900114413	b06	201.0	mh	2023-10-18		cgg_3_016915	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2155	lv7005226702	rack 49	lvl900114413	c06	169.0	mh	2023-10-18		cgg_3_016916	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2156	lv7005226710	rack 49	lvl900114413	d06	199.0	mh	2023-10-18		cgg_3_016917	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2157	lv7005226718	rack 49	lvl900114413	e06	184.0	mh	2023-10-18		cgg_3_016918	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2158	lv7005226726	rack 49	lvl900114413	f06	156.0	mh	2023-10-18		cgg_3_016919	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2159	lv7005225734	rack 49	lvl900114413	a07	157.0	mh	2023-10-18		cgg_3_016920	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2160	lv7005226695	rack 49	lvl900114413	b07	188.0	mh	2023-10-18		cgg_3_016921	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2161	lv7005226703	rack 49	lvl900114413	c07	192.0	mh	2023-10-18		cgg_3_016922	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2162	lv7005226711	rack 49	lvl900114413	d07	173.0	mh	2023-10-18		cgg_3_016923	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2163	lv7005226719	rack 49	lvl900114413	e07	177.0	mh	2023-10-18		cgg_3_016924	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2164	lv7005226727	rack 49	lvl900114413	f07	144.0	mh	2023-10-18		cgg_3_016910	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2165	lv7005226688	rack 49	lvl900114413	a08	166.0	mh	2023-10-18		cgg_3_016911	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2166	lv7005225735	rack 49	lvl900114413	b08	198.0	mh	2023-10-18		cgg_3_016912	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2167	lv7005226704	rack 49	lvl900114413	c08	196.0	mh	2023-10-18		cgg_3_016913	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2168	lv7005226712	rack 49	lvl900114413	d08	173.0	mh	2023-10-18		cgg_3_016914	zara	2023-10-18		upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2169		rack 49	lvl900114413	e08		mh	2023-10-18	control		zara	2023-10-18	control	upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2170		rack 49	lvl900114413	f08		mh	2023-10-18	control		zara	2023-10-18	control	upload_user	iceland_af21_st5__rack47+49_ mh (1).xlsx.txt	2024-06-13 12:34:46.767278+00:00	03dceebd-2fae-4346-8d59-ffd564ca98b0
2171	lv7001305893	rack 22	lvl900040231	a01	279.0	mh	2023-10-18		cgg_3_014684	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2172	lv7001305901	rack 22	lvl900040231	b01	323.0	mh	2023-10-18		cgg_3_014690	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2173	lv7001305909	rack 22	lvl900040231	c01	341.0	mh	2023-10-18		cgg_3_014696	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2174	lv7001305917	rack 22	lvl900040231	d01	342.0	mh	2023-10-18		cgg_3_014702	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2175	lv7001305925	rack 22	lvl900040231	e01	313.0	mh	2023-10-18		cgg_3_014708	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2176	lv7000630582	rack 22	lvl900040231	f01	164.0	mh	2023-10-18		cgg_3_013586	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2177	lv7001305894	rack 22	lvl900040231	a02	150.0	mh	2023-10-18		cgg_3_013594	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2178	lv7001305902	rack 22	lvl900040231	b02	174.0	mh	2023-10-18		cgg_3_013599	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2179	lv7001305910	rack 22	lvl900040231	c02	190.0	mh	2023-10-18		cgg_3_013604	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2180	lv7001305918	rack 22	lvl900040231	d02	196.0	mh	2023-10-18		cgg_3_013609	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2181	lv7001305926	rack 22	lvl900040231	e02	152.0	mh	2023-10-18		cgg_3_013625	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2182	lv7001305934	rack 22	lvl900040231	f02	172.0	mh	2023-10-18		cgg_3_013627	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2183	lv7001305895	rack 22	lvl900040231	a03	188.0	mh	2023-10-18		cgg_3_013629	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2184	lv7001305903	rack 22	lvl900040231	b03	200.0	mh	2023-10-18		cgg_3_013630	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2185	lv7001305911	rack 22	lvl900040231	c03	190.0	mh	2023-10-18		cgg_3_013648	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2186	lv7001305919	rack 22	lvl900040231	d03	149.0	mh	2023-10-18		cgg_3_013670	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2187	lv7001305927	rack 22	lvl900040231	e03	193.0	mh	2023-10-18		cgg_3_013703	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2188	lv7001305935	rack 22	lvl900040231	f03	199.0	mh	2023-10-18		cgg_3_013704	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2189	lv7001305896	rack 22	lvl900040231	a04	187.0	mh	2023-10-18		cgg_3_013690	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2190	lv7001305904	rack 22	lvl900040231	b04	169.0	mh	2023-10-18		cgg_3_013691	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2191	lv7001305912	rack 22	lvl900040231	c04	170.0	mh	2023-10-18		cgg_3_013692	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2192	lv7001305920	rack 22	lvl900040231	d04	200.0	mh	2023-10-18		cgg_3_015400	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2193	lv7001305928	rack 22	lvl900040231	e04	189.0	mh	2023-10-18		cgg_3_015402	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack22+39 china mh).txt	2024-06-13 12:36:20.693368+00:00	620efa80-1487-4740-ab9a-9205e05e8f7a
2194	lv7000631581	rack34	lvl900026694	a01	165.0	mh	2023-10-18	soil, rich	cgg_3_015599	zara	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2195	lv7000631589	rack34	lvl900026694	b01	180.0	mh	2023-10-18	soil	cgg_3_015598	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2196	lv7000631597	rack34	lvl900026694	c01	194.0	mh	2023-10-18	soil	cgg_3_015597	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2197	lv7000631605	rack34	lvl900026694	d01	188.0	mh	2023-10-18		cgg_3_015411	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2198	lv7000631613	rack34	lvl900026694	e01	190.0	mh	2023-10-18		cgg_3_015413	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2199	lv7000631629	rack34	lvl900026694	f01	184.0	mh	2023-10-18		cgg_3_015415	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2200	lv7000631582	rack34	lvl900026694	a02	162.0	mh	2023-10-18		cgg_3_015419	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2201	lv7000631590	rack34	lvl900026694	b02	156.0	mh	2023-10-18		cgg_3_015421	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2202	lv7000631598	rack34	lvl900026694	c02	166.0	mh	2023-10-18		cgg_3_015426	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2203	lv7000631606	rack34	lvl900026694	d02	167.0	mh	2023-10-18		cgg_3_015428	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2204	lv7000631614	rack34	lvl900026694	e02	164.0	mh	2023-10-18		cgg_3_015432	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2205	lv7000631630	rack34	lvl900026694	f02	172.0	mh	2023-10-18		cgg_3_015434	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2206	lv7000631583	rack34	lvl900026694	a03	196.0	mh	2023-10-18		cgg_3_015437	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2207	lv7000631591	rack34	lvl900026694	b03	179.0	mh	2023-10-18		cgg_3_015443	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2208	lv7000631599	rack34	lvl900026694	c03	182.0	mh	2023-10-18		cgg_3_015444	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2209	lv7000631607	rack34	lvl900026694	d03	196.0	mh	2023-10-18		cgg_3_014720	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2210	lv7000631615	rack34	lvl900026694	e03	200.0	mh	2023-10-18		cgg_3_014726	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2211	lv7000631631	rack34	lvl900026694	f03	194.0	mh	2023-10-18		cgg_3_014732	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2212	lv7000631584	rack34	lvl900026694	a04	166.0	mh	2023-10-18		cgg_3_014738	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2213	lv7000631592	rack34	lvl900026694	b04	180.0	mh	2023-10-18		cgg_3_014744	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2214	lv7000631600	rack34	lvl900026694	c04	151.0	mh	2023-10-18		cgg_3_014750	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2215	lv7000631608	rack34	lvl900026694	d04	172.0	mh	2023-10-18		cgg_3_014756	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2216	lv7000631616	rack34	lvl900026694	e04	154.0	mh	2023-10-18		cgg_3_014762	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2217	lv7000631632	rack34	lvl900026694	f04	183.0	mh	2023-10-18		cgg_3_014768	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2218	lv7000631585	rack34	lvl900026694	a05	201.0	mh	2023-10-18		cgg_3_014774	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2219	lv7000631593	rack34	lvl900026694	b05	191.0	mh	2023-10-18		cgg_3_014780	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2220	lv7000631601	rack34	lvl900026694	c05	182.0	mh	2023-10-18		cgg_3_014786	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2221	lv7000631609	rack34	lvl900026694	d05	178.0	mh	2023-10-18		cgg_3_014792	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2222	lv7000631617	rack34	lvl900026694	e05	184.0	mh	2023-10-18		cgg_3_014798	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2223	lv7000631633	rack34	lvl900026694	f05	175.0	mh	2023-10-18		cgg_3_014804	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2224	lv7000631586	rack34	lvl900026694	a06	192.0	mh	2023-10-18		cgg_3_014810	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2225	lv7000631594	rack34	lvl900026694	b06	199.0	mh	2023-10-18		cgg_3_014816	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2226	lv7000631602	rack34	lvl900026694	c06	181.0	mh	2023-10-18		cgg_3_014822	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2227	lv7000631610	rack34	lvl900026694	d06	188.0	mh	2023-10-18		cgg_3_014828	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2228	lv7000631618	rack34	lvl900026694	e06	176.0	mh	2023-10-18		cgg_3_014834	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2229	lv7000631634	rack34	lvl900026694	f06	198.0	mh	2023-10-18		cgg_3_014840	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2230	lv7000631587	rack34	lvl900026694	a07	174.0	mh	2023-10-18		cgg_3_014846	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2231	lv7000631595	rack34	lvl900026694	b07	162.0	mh	2023-10-18		cgg_3_014852	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2232	lv7000631603	rack34	lvl900026694	c07	204.0	mh	2023-10-18		cgg_3_014858	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2233	lv7000631611	rack34	lvl900026694	d07	197.0	mh	2023-10-18		cgg_3_014864	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2234	lv7000631619	rack34	lvl900026694	e07	159.0	mh	2023-10-18		cgg_3_014870	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2235	lv7000631635	rack34	lvl900026694	f07	182.0	mh	2023-10-18		cgg_3_014876	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2236	lv7000579290	rack34	lvl900026694	a08	199.0	mh	2023-10-18		cgg_3_014882	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2237	lv7000631596	rack34	lvl900026694	b08	196.0	mh	2023-10-18		cgg_3_014888	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2238	lv7000631604	rack34	lvl900026694	c08	184.0	mh	2023-10-18		cgg_3_014894	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2239	lv7000631612	rack34	lvl900026694	d08	183.0	mh	2023-10-18		cgg_3_014900	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2240		rack34	lvl900026694	e08		mh	2023-10-18			ew	2023-10-18	control	upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2241		rack34	lvl900026694	f08		mh	2023-10-18			ew	2023-10-18	control	upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2242	lv7000631934	rack41	lvl900026701	a01	174.0	mh	2023-10-18		cgg_3_014906	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2243	lv7000631941	rack41	lvl900026701	b01	156.0	mh	2023-10-18		cgg_3_014912	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2244	lv7000631949	rack41	lvl900026701	c01	168.0	mh	2023-10-18		cgg_3_014918	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2245	lv7000631957	rack41	lvl900026701	d01	194.0	mh	2023-10-18		cgg_3_016746	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2246	lv7000631965	rack41	lvl900026701	e01	189.0	mh	2023-10-18		cgg_3_016747	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2247	lv7000631973	rack41	lvl900026701	f01	179.0	mh	2023-10-18		cgg_3_016748	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2248	lv7000631933	rack41	lvl900026701	a02	189.0	mh	2023-10-18		cgg_3_016749	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2249	lv7000631942	rack41	lvl900026701	b02	173.0	mh	2023-10-18		cgg_3_016750	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2250	lv7000631950	rack41	lvl900026701	c02	199.0	mh	2023-10-18		cgg_3_016751	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
2251	lv7000631958	rack41	lvl900026701	d02	176.0	mh	2023-10-18		cgg_3_016752	ew	2023-10-18		upload_user	ordering_edna_subsampling_for_robot_pipeline(rack34+41_china_mh).txt	2024-06-13 11:31:57.395227+00:00	11da7e53-b252-48ac-8466-bca579838417
