	ArchiveSampleID	PositionInRack	RackName	RackID	BulkSampleID	DepthSampledCalTape	DepthOrderedCalTape	OrganicContent	SurfaceExposed	RemarksArchiveSampling	SampledBy	SamplingDate	Submitter	SubmissionDate	RemarksSubmission	database_insert_by	from_spreadsheet	database_insert_datetime_utc	upload_uuid
0	LV3005349731	A03	ARack0239	LVL500291896	Stadsgrav2	1.0	1				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
1	LV3005349734	B03	ARack0239	LVL500291896	Stadsgrav2	2.0	2				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
2	LV3005349735	C03	ARack0239	LVL500291896	Stadsgrav2	3.5	3,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
3	LV3005349725	D03	ARack0239	LVL500291896	Stadsgrav2	5.0	5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
4	LV3005349741	A04	ARack0239	LVL500291896	Stadsgrav2	6.5	6,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
5	LV3005349726	B04	ARack0239	LVL500291896	Stadsgrav2	8.0	8				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
6	LV3005349736	C04	ARack0239	LVL500291896	Stadsgrav2	9.5	9,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
7	LV3005349743	D04	ARack0239	LVL500291896	Stadsgrav2	11.0	11				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
8	LV3005349724	A05	ARack0239	LVL500291896	Stadsgrav2	12.5	12,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
9	LV3005349727	B05	ARack0239	LVL500291896	Stadsgrav2	14.0	14				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
10	LV3005349733	C05	ARack0239	LVL500291896	Stadsgrav2	15.5	15,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
11	LV3005349742	D05	ARack0239	LVL500291896	Stadsgrav2	17.0	17				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12	LV3005348862	A06	ARack0239	LVL500291896	Stadsgrav2	18.5	18,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
13	LV3005349737	B06	ARack0239	LVL500291896	Stadsgrav2	20.0	20				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
14	LV3005350137	C06	ARack0239	LVL500291896	Stadsgrav2	21.5	21,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
15	LV3005349740	D06	ARack0239	LVL500291896	Stadsgrav2	23.0	23				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
16	LV3005349771	A01	ARack0240	LVL500291895	Stadsgrav2	24.5	24,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
17	LV3005349765	B01	ARack0240	LVL500291895	Stadsgrav2	26.0	26				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
18	LV3005349757	C01	ARack0240	LVL500291895	Stadsgrav2	27.5	27,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
19	LV3005349751	D01	ARack0240	LVL500291895	Stadsgrav2	29.0	29		yes	bw	VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
20	LV3005349772	A02	ARack0240	LVL500291895	Stadsgrav2	30.5	30,5		yes	bw	VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
21	LV3005349766	B02	ARack0240	LVL500291895	Stadsgrav2	32.0	32		yes	bw	VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
22	LV3005349758	C02	ARack0240	LVL500291895	Stadsgrav2	33.5	33,5		yes	bw	VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
23	LV3005349752	D02	ARack0240	LVL500291895	Stadsgrav2	35.0	35				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
24	LV3005349773	A03	ARack0240	LVL500291895	Stadsgrav2	36.5	36,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
25	LV3005349767	B03	ARack0240	LVL500291895	Stadsgrav2	38.0	38				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
26	LV3005349759	C03	ARack0240	LVL500291895	Stadsgrav2	39.5	39,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
27	LV3005349753	D03	ARack0240	LVL500291895	Stadsgrav2	41.0	41				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
28	LV3005349775	A04	ARack0240	LVL500291895	Stadsgrav2	42.5	42,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
29	LV3005349768	B04	ARack0240	LVL500291895	Stadsgrav2	44.0	44				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
30	LV3005349760	C04	ARack0240	LVL500291895	Stadsgrav2	46.0	46				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
31	LV3005349754	D04	ARack0240	LVL500291895	Stadsgrav2	47.5	47,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
32	LV3005349755	A05	ARack0240	LVL500291895	Stadsgrav2	49.0	49				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
33	LV3005349776	B05	ARack0240	LVL500291895	Stadsgrav2	50.0	50				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
34	LV3005349761	C05	ARack0240	LVL500291895	Stadsgrav2	51.5	51,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
35	LV3005349769	D05	ARack0240	LVL500291895	Stadsgrav2	53.0	53				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
36	LV3005349777	A06	ARack0240	LVL500291895	Stadsgrav2	54.5	54,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
37	LV3005349770	B06	ARack0240	LVL500291895	Stadsgrav2	56.0	56				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
38	LV3005349764	C06	ARack0240	LVL500291895	Stadsgrav2	57.5	57,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
39	LV3005349756	D06	ARack0240	LVL500291895	Stadsgrav2	58.5	58,5				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
40	LV3005349720	A01	ARack0241	LVL500291894	Stadsgrav2	60.0	60				VSS	2022-11-17	WRF	2022-11-17		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
41	LV3005349698	B01	ARack0241	LVL500291894	BH81	1.0	1				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
42	LV3005349699	C01	ARack0241	LVL500291894	BH81	2.0	2				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
43	LV3005349718	D01	ARack0241	LVL500291894	BH81	3.5	3,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
44	LV3005349713	A02	ARack0241	LVL500291894	BH81	5.0	5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
45	LV3005349719	B02	ARack0241	LVL500291894	BH81	6.5	6,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
46	LV3005349707	C02	ARack0241	LVL500291894	BH81	8.0	8				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
47	LV3005349702	D02	ARack0241	LVL500291894	BH81	9.5	9,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
48	LV3005349700	A03	ARack0241	LVL500291894	BH81	11.0	11				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
49	LV3005349708	B03	ARack0241	LVL500291894	BH81	12.5	12,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
50	LV3005349705	C03	ARack0241	LVL500291894	BH81	14.0	14				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
51	LV3005349722	D03	ARack0241	LVL500291894	BH81	15.0	15				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
52	LV3005349721	A04	ARack0241	LVL500291894	BH81	16.5	16,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
53	LV3005349704	B04	ARack0241	LVL500291894	BH81	18.0	18				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
54	LV3005349706	C04	ARack0241	LVL500291894	BH81	19.5	19,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
55	LV3005349709	D04	ARack0241	LVL500291894	BH81	21.0	21				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
56	LV3005349711	A05	ARack0241	LVL500291894	BH81	23.0	23				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
57	LV3005349712	B05	ARack0241	LVL500291894	BH81	24.5	24,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
58	LV3005349715	C05	ARack0241	LVL500291894	BH81	26.0	26				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
59	LV3005349717	D05	ARack0241	LVL500291894	BH81	27.5	27,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
60	LV3005349723	A06	ARack0241	LVL500291894	BH81	29.0	29				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
61	LV3005349710	B06	ARack0241	LVL500291894	BH81	30.5	30,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
62	LV3005349714	C06	ARack0241	LVL500291894	BH81	32.0	32				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
63	LV3005349732	D06	ARack0241	LVL500291894	BH81	34.0	34				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
64	LV3005349692	A01	ARack0242	LVL500291893	BH81	35.5	35,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
65	LV3005349703	B01	ARack0242	LVL500291893	BH81	37.0	37				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
66	LV3005349686	C01	ARack0242	LVL500291893	BH81	38.5	38,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
67	LV3005349680	D01	ARack0242	LVL500291893	BH81	40.0	40				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
68	LV3005349674	A02	ARack0242	LVL500291893	BH81	41.5	41,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
69	LV3005349675	B02	ARack0242	LVL500291893	BH81	43.0	43				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
70	LV3005349693	C02	ARack0242	LVL500291893	BH81	44.5	44,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
71	LV3005349681	D02	ARack0242	LVL500291893	BH81	46.0	46				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
72	LV3005349687	A03	ARack0242	LVL500291893	BH81	47.5	47,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
73	LV3005349694	B03	ARack0242	LVL500291893	BH81	49.5	49,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
74	LV3005349688	C03	ARack0242	LVL500291893	BH81	51.0	51				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
75	LV3005349682	D03	ARack0242	LVL500291893	BH81	52.5	52,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
76	LV3005349676	A04	ARack0242	LVL500291893	BH81	54.0	54				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
77	LV3005349695	B04	ARack0242	LVL500291893	BH81	55.5	55,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
78	LV3005349697	C04	ARack0242	LVL500291893	BH81	57.0	57				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
79	LV3005349696	D04	ARack0242	LVL500291893	BH81	58.5	58,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
80	LV3005349689	A05	ARack0242	LVL500291893	BH81	60.0	60				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
81	LV3005349683	B05	ARack0242	LVL500291893	BH81	61.5	61,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
82	LV3005349677	C05	ARack0242	LVL500291893	BH81	63.0	63				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
83	LV3005349690	D05	ARack0242	LVL500291893	BH81	64.5	64,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
84	LV3005349684	A06	ARack0242	LVL500291893	BH81	66.0	66				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
85	LV3005349678	B06	ARack0242	LVL500291893	BH81	67.5	67,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
86	LV3005349691	C06	ARack0242	LVL500291893	BH81	69.0	69				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
87	LV3005349685	D06	ARack0242	LVL500291893	BH81	70.5	70,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
88	LV3005349667	A01	ARack0243	LVL500291892	BH81	72.0	72				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
89	LV3005349661	B01	ARack0243	LVL500291892	BH81	74.0	74			above	VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
90	LV3005349654	C01	ARack0243	LVL500291892	BH81	76.0	76				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
91	LV3005349648	D01	ARack0243	LVL500291892	BH81	77.5	77,5			above	VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
92	LV3005349669	A02	ARack0243	LVL500291892	BH81	80.0	80				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
93	LV3005349662	B02	ARack0243	LVL500291892	BH81	81.5	81,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
94	LV3005349655	C02	ARack0243	LVL500291892	BH81	83.0	83				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
95	LV3005349649	D02	ARack0243	LVL500291892	BH81	84.5	84,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
96	LV3005349656	A03	ARack0243	LVL500291892	BH81	86.0	86				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
97	LV3005349670	B03	ARack0243	LVL500291892	BH81	87.5	87,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
98	LV3005349663	C03	ARack0243	LVL500291892	BH81	89.0	89				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
99	LV3005349650	D03	ARack0243	LVL500291892	BH81	90.5	90,5				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
100	LV3005349671	A04	ARack0243	LVL500291892	BH81	92.0	92				VSS	2022-11-29	WRF	2022-11-29		upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
