field_sample_parent_id	field_sample_id	archive_sample_id	library_id	Master.Depth..cm.	ArchiveSampleDepthCalTape	time	basedir	basename	aggregate_stat_files
CAM2311M	CAM23-11	LV3006007224	LV7009022337	12.5	12.5	12.5	/projects/caeg/data/production/LV7/009/022/LV7009022337/20240702_BH5F5KDSX7	 Lib_LV7009022337	/projects/caeg/data/production/LV7/009/022/LV7009022337/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022337_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007197	LV7009022354	47	47	47	/projects/caeg/data/production/LV7/009/022/LV7009022354/20240702_BH5F5KDSX7	 Lib_LV7009022354	/projects/caeg/data/production/LV7/009/022/LV7009022354/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022354_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007180	LV7009022356	97	97	97	/projects/caeg/data/production/LV7/009/022/LV7009022356/20240704_BH5FCVDSX7	 Lib_LV7009022356	/projects/caeg/data/production/LV7/009/022/LV7009022356/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009022356_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007225	LV7009022379	0.5	0.5	0.5	/projects/caeg/data/production/LV7/009/022/LV7009022379/20240702_BH5F5KDSX7	 Lib_LV7009022379	/projects/caeg/data/production/LV7/009/022/LV7009022379/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022379_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007173	LV7009022397	89	89	89	/projects/caeg/data/production/LV7/009/022/LV7009022397/20240704_BH5FCVDSX7	 Lib_LV7009022397	/projects/caeg/data/production/LV7/009/022/LV7009022397/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009022397_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007171	LV7009022408	76.5	76.5	76.5	/projects/caeg/data/production/LV7/009/022/LV7009022408/20240704_BH5FCVDSX7	 Lib_LV7009022408	/projects/caeg/data/production/LV7/009/022/LV7009022408/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009022408_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007230	LV7009022430	8	8	8	/projects/caeg/data/production/LV7/009/022/LV7009022430/20240702_BH5F5KDSX7	 Lib_LV7009022430	/projects/caeg/data/production/LV7/009/022/LV7009022430/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022430_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007209	LV7009022696	50	50	50	/projects/caeg/data/production/LV7/009/022/LV7009022696/20240702_BH5F5KDSX7	 Lib_LV7009022696	/projects/caeg/data/production/LV7/009/022/LV7009022696/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022696_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007208	LV7009022713	43.5	43.5	43.5	/projects/caeg/data/production/LV7/009/022/LV7009022713/20240702_BH5F5KDSX7	 Lib_LV7009022713	/projects/caeg/data/production/LV7/009/022/LV7009022713/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022713_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007233	LV7009022736	27	27	27	/projects/caeg/data/production/LV7/009/022/LV7009022736/20240702_BH5F5KDSX7	 Lib_LV7009022736	/projects/caeg/data/production/LV7/009/022/LV7009022736/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022736_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007220	LV7009022746	3.5	3.5	3.5	/projects/caeg/data/production/LV7/009/022/LV7009022746/20240702_BH5F5KDSX7	 Lib_LV7009022746	/projects/caeg/data/production/LV7/009/022/LV7009022746/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009022746_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007231	LV7009024089	17.5	17.5	17.5	/projects/caeg/data/production/LV7/009/024/LV7009024089/20240702_BH5F5KDSX7	 Lib_LV7009024089	/projects/caeg/data/production/LV7/009/024/LV7009024089/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024089_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007201	LV7009024091	35	35	35	/projects/caeg/data/production/LV7/009/024/LV7009024091/20240702_BH5F5KDSX7	 Lib_LV7009024091	/projects/caeg/data/production/LV7/009/024/LV7009024091/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024091_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006009966	LV7009024105	24	24	24	/projects/caeg/data/production/LV7/009/024/LV7009024105/20240702_BH5F5KDSX7	 Lib_LV7009024105	/projects/caeg/data/production/LV7/009/024/LV7009024105/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024105_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007184	LV7009024325	86	86	86	/projects/caeg/data/production/LV7/009/024/LV7009024325/20240704_BH5FCVDSX7	 Lib_LV7009024325	/projects/caeg/data/production/LV7/009/024/LV7009024325/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009024325_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007195	LV7009024391	33.5	33.5	33.5	/projects/caeg/data/production/LV7/009/024/LV7009024391/20240702_BH5F5KDSX7	 Lib_LV7009024391	/projects/caeg/data/production/LV7/009/024/LV7009024391/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024391_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007211	LV7009024569	67.5	67.5	67.5	/projects/caeg/data/production/LV7/009/024/LV7009024569/20240702_BH5F5KDSX7	 Lib_LV7009024569	/projects/caeg/data/production/LV7/009/024/LV7009024569/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024569_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007190	LV7009024585	87.5	87.5	87.5	/projects/caeg/data/production/LV7/009/024/LV7009024585/20240704_BH5FCVDSX7	 Lib_LV7009024585	/projects/caeg/data/production/LV7/009/024/LV7009024585/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009024585_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007223	LV7009024586	14	14	14	/projects/caeg/data/production/LV7/009/024/LV7009024586/20240702_BH5F5KDSX7	 Lib_LV7009024586	/projects/caeg/data/production/LV7/009/024/LV7009024586/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024586_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007227	LV7009024845	32	32	32	/projects/caeg/data/production/LV7/009/024/LV7009024845/20240702_BH5F5KDSX7	 Lib_LV7009024845	/projects/caeg/data/production/LV7/009/024/LV7009024845/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024845_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007204	LV7009024883	55	55	55	/projects/caeg/data/production/LV7/009/024/LV7009024883/20240702_BH5F5KDSX7	 Lib_LV7009024883	/projects/caeg/data/production/LV7/009/024/LV7009024883/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009024883_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007189	LV7009024919	81	81	81	/projects/caeg/data/production/LV7/009/024/LV7009024919/20240704_BH5FCVDSX7	 Lib_LV7009024919	/projects/caeg/data/production/LV7/009/024/LV7009024919/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009024919_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007183	LV7009024920	79.5	79.5	79.5	/projects/caeg/data/production/LV7/009/024/LV7009024920/20240704_BH5FCVDSX7	 Lib_LV7009024920	/projects/caeg/data/production/LV7/009/024/LV7009024920/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009024920_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007174	LV7009026097	95.5	95.5	95.5	/projects/caeg/data/production/LV7/009/026/LV7009026097/20240704_BH5FCVDSX7	 Lib_LV7009026097	/projects/caeg/data/production/LV7/009/026/LV7009026097/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009026097_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007200	LV7009026360	70.5	70.5	70.5	/projects/caeg/data/production/LV7/009/026/LV7009026360/20240702_BH5F5KDSX7	 Lib_LV7009026360	/projects/caeg/data/production/LV7/009/026/LV7009026360/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009026360_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007177	LV7009026364	78	78	78	/projects/caeg/data/production/LV7/009/026/LV7009026364/20240704_BH5FCVDSX7	 Lib_LV7009026364	/projects/caeg/data/production/LV7/009/026/LV7009026364/20240704_BH5FCVDSX7/stats/metadmg/aggregate//Lib_LV7009026364_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007207	LV7009026563	37	37	37	/projects/caeg/data/production/LV7/009/026/LV7009026563/20240702_BH5F5KDSX7	 Lib_LV7009026563	/projects/caeg/data/production/LV7/009/026/LV7009026563/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009026563_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007228	LV7009026576	6.5	6.5	6.5	/projects/caeg/data/production/LV7/009/026/LV7009026576/20240702_BH5F5KDSX7	 Lib_LV7009026576	/projects/caeg/data/production/LV7/009/026/LV7009026576/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009026576_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007237	LV7009026590	11	11	11	/projects/caeg/data/production/LV7/009/026/LV7009026590/20240702_BH5F5KDSX7	 Lib_LV7009026590	/projects/caeg/data/production/LV7/009/026/LV7009026590/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009026590_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007199	LV7009027318	64	64	64	/projects/caeg/data/production/LV7/009/027/LV7009027318/20240702_BH5F5KDSX7	 Lib_LV7009027318	/projects/caeg/data/production/LV7/009/027/LV7009027318/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009027318_collapsed.stat.gz
CAM2311M	CAM23-11	LV3006007215	LV7009027812	51.5	51.5	51.5	/projects/caeg/data/production/LV7/009/027/LV7009027812/20240702_BH5F5KDSX7	 Lib_LV7009027812	/projects/caeg/data/production/LV7/009/027/LV7009027812/20240702_BH5F5KDSX7/stats/metadmg/aggregate//Lib_LV7009027812_collapsed.stat.gz
